Date,INDIGO.NS
2024-07-25,4424.72265625
2024-07-26,4485.8193359375
2024-07-29,4431.810546875
2024-07-30,4466.4521484375
2024-07-31,4464.6552734375
2024-08-01,4396.86962890625
2024-08-02,4305.224609375
2024-08-05,4213.27978515625
2024-08-06,4254.2607421875
2024-08-07,4310.615234375
2024-08-08,4249.7685546875
2024-08-09,4282.96240234375
2024-08-12,4244.47705078125
2024-08-13,4220.26806640625
2024-08-14,4202.79736328125
2024-08-16,4270.4833984375
2024-08-19,4224.810546875
2024-08-20,4294.7919921875
2024-08-21,4292.59619140625
2024-08-22,4475.58642578125
2024-08-23,4702.50341796875
2024-08-26,4712.13720703125
2024-08-27,4738.7421875
2024-08-28,4851.6513671875
2024-08-29,4751.81982421875
2024-08-30,4821.8515625
2024-09-02,4784.9638671875
2024-09-03,4805.279296875
2024-09-04,4806.876953125
2024-09-05,4820.40380859375
2024-09-06,4775.6298828125
2024-09-09,4800.3876953125
2024-09-10,4823.69873046875
2024-09-11,4892.1328125
2024-09-12,4986.2236328125
2024-09-13,4934.01220703125
2024-09-16,4938.75390625
2024-09-17,4925.4267578125
2024-09-18,4916.341796875
2024-09-19,4865.328125
2024-09-20,4895.37744140625
2024-09-23,4922.0322265625
2024-09-24,4818.95654296875
2024-09-25,4774.13232421875
2024-09-26,4859.337890625
2024-09-27,4937.3564453125
2024-09-30,4779.37353515625
2024-10-01,4896.974609375
2024-10-03,4708.892578125
2024-10-04,4601.57373046875
2024-10-07,4477.63330078125
2024-10-08,4595.1845703125
2024-10-09,4700.3564453125
2024-10-10,4657.27978515625
2024-10-11,4685.5322265625
2024-10-14,4671.056640625
2024-10-15,4748.42578125
2024-10-16,4691.92138671875
2024-10-17,4616.19921875
2024-10-18,4655.18310546875
2024-10-21,4583.2548828125
2024-10-22,4516.76708984375
2024-10-23,4512.37451171875
2024-10-24,4512.22509765625
2024-10-25,4358.734375
2024-10-28,4008.67578125
2024-10-29,4019.956787109375
2024-10-30,4050.8544921875
2024-10-31,4045.663330078125
2024-11-01,4062.6845703125
2024-11-04,3956.4140625
2024-11-05,3934.20166015625
2024-11-06,4055.09716796875
2024-11-07,3989.009033203125
2024-11-08,3996.19677734375
2024-11-11,4004.832275390625
2024-11-12,3906.298583984375
2024-11-13,3842.306884765625
2024-11-14,3884.63525390625
2024-11-18,3969.591796875
2024-11-19,4039.07421875
2024-11-21,4062.93408203125
2024-11-22,4135.6611328125
2024-11-25,4237.33935546875
2024-11-26,4222.46435546875
2024-11-27,4260.69970703125
2024-11-28,4345.306640625
2024-11-29,4371.5126953125
2024-12-02,4401.8115234375
2024-12-03,4398.06787109375
2024-12-04,4363.47607421875
2024-12-05,4361.1796875
2024-12-06,4461.66064453125
2024-12-09,4481.87646484375
2024-12-10,4469.447265625
2024-12-11,4458.01611328125
2024-12-12,4456.818359375
2024-12-13,4425.42138671875
2024-12-16,4399.3154296875
2024-12-17,4379.39892578125
2024-12-18,4382.943359375
2024-12-19,4426.5693359375
2024-12-20,4388.1845703125
2024-12-23,4432.4599609375
2024-12-24,4604.46875
2024-12-26,4717.02880859375
2024-12-27,4674.05126953125
2024-12-30,4589.79345703125
2024-12-31,4546.56689453125
2025-01-01,4587.94677734375
2025-01-02,4530.0947265625
2025-01-03,4458.66552734375
2025-01-06,4259.75146484375
2025-01-07,4321.29736328125
2025-01-08,4254.95947265625
2025-01-09,4253.36181640625
2025-01-10,4221.66552734375
2025-01-13,3994.6494140625
2025-01-14,3988.26025390625
2025-01-15,4059.140380859375
2025-01-16,4104.8134765625
2025-01-17,4083.299560546875
2025-01-20,4107.35888671875
2025-01-21,4003.035400390625
2025-01-22,4004.732421875
2025-01-23,4127.82421875
2025-01-24,4154.77880859375
2025-01-27,4168.705078125
2025-01-28,4275.275390625
2025-01-29,4286.65576171875
2025-01-30,4220.61767578125
2025-01-31,4317.0546875
2025-02-01,4484.82080078125
2025-02-03,4386.28759765625
2025-02-04,4337.86962890625
2025-02-05,4407.95068359375
2025-02-06,4387.435546875
2025-02-07,4357.1865234375
2025-02-10,4317.85302734375
2025-02-11,4309.5673828125
2025-02-12,4330.1826171875
2025-02-13,4357.486328125
2025-02-14,4216.1748046875
2025-02-17,4295.74072265625
2025-02-18,4338.21875
2025-02-19,4392.47705078125
2025-02-20,4493.85595703125
2025-02-21,4503.14013671875
2025-02-24,4528.34765625
2025-02-25,4419.98095703125
2025-02-27,4435.90380859375
2025-02-28,4469.74658203125
2025-03-03,4457.16796875
2025-03-04,4590.94189453125
2025-03-05,4690.17431640625
2025-03-06,4754.36572265625
2025-03-07,4649.6923828125
2025-03-10,4619.74267578125
2025-03-11,4643.60302734375
2025-03-12,4721.2216796875
2025-03-13,4692.91943359375
2025-03-17,4772.38525390625
2025-03-18,4772.38525390625
2025-03-19,4972.1474609375
2025-03-20,5078.16845703125
2025-03-21,5035.5400390625
2025-03-24,4961.96484375
2025-03-25,4998.25341796875
2025-03-26,5016.67236328125
2025-03-27,5119.14892578125
2025-03-28,5106.72021484375
2025-04-01,5019.517578125
2025-04-02,5059.69970703125
2025-04-03,4995.15869140625
2025-04-04,5090.2978515625
2025-04-07,4980.2841796875
2025-04-08,5148.349609375
2025-04-09,5184.98779296875
2025-04-11,5142.41015625
2025-04-15,5247.1328125
2025-04-16,5235.65234375
2025-04-17,5356.947265625
2025-04-21,5487.22705078125
2025-04-22,5524.6640625
2025-04-23,5549.12255859375
2025-04-24,5511.1865234375
2025-04-25,5304.53564453125
2025-04-28,5331.9892578125
2025-04-29,5255.119140625
2025-04-30,5240.64404296875
2025-05-02,5312.5224609375
2025-05-05,5522.16796875
2025-05-06,5313.021484375
2025-05-07,5287.564453125
2025-05-08,5137.318359375
2025-05-09,5092.39453125
2025-05-12,5467.2607421875
2025-05-13,5511.68603515625
2025-05-14,5442.30322265625
2025-05-15,5579.5712890625
2025-05-16,5553.11572265625
2025-05-19,5565.095703125
2025-05-20,5432.81884765625
2025-05-21,5452.2861328125
2025-05-22,5493.71630859375
2025-05-23,5511.68603515625
2025-05-26,5410.85595703125
2025-05-27,5304.53564453125
2025-05-28,5321.50732421875
2025-05-29,5313.021484375
2025-05-30,5321.0078125
2025-06-02,5324.0029296875
2025-06-03,5374.41796875
2025-06-04,5406.86279296875
2025-06-05,5472.75146484375
2025-06-06,5471.25390625
2025-06-09,5685.39208984375
2025-06-10,5589.55419921875
2025-06-11,5621.5
2025-06-12,5467.2607421875
2025-06-13,5253.12255859375
2025-06-16,5373.41943359375
2025-06-17,5301.541015625
2025-06-18,5264.10400390625
2025-06-19,5262.107421875
2025-06-20,5380.90673828125
2025-06-23,5457.77685546875
2025-06-24,5597.04150390625
2025-06-25,5629.48681640625
2025-06-26,5681.89794921875
2025-06-27,5806.18798828125
2025-06-30,5966.41748046875
2025-07-01,5954.9365234375
2025-07-02,5945.9521484375
2025-07-03,5756.2724609375
2025-07-04,5743.29443359375
2025-07-07,5738.302734375
2025-07-08,5792.2119140625
2025-07-09,5842.12744140625
2025-07-10,5830.1474609375
2025-07-11,5907.51708984375
2025-07-14,5930.47802734375
2025-07-15,5920.4951171875
2025-07-16,5939.9619140625
2025-07-17,5786.72119140625
2025-07-18,5851.1123046875
2025-07-21,5868.08349609375
2025-07-22,5937.96533203125
2025-07-23,5887.05126953125
2025-07-24,5834.14111328125
2025-07-25,5793.2099609375
2025-07-28,5752.279296875
2025-07-29,5746.28955078125
2025-07-30,5730.31640625
2025-07-31,5900.52880859375
2025-08-01,5778.734375
2025-08-04,5770.748046875
2025-08-05,5771.74609375
2025-08-06,5883.55712890625
2025-08-07,5849.11572265625
2025-08-08,5759.7666015625
2025-08-11,5868.58251953125
2025-08-12,5917.5
2025-08-13,5969.5
2025-08-14,6002.5
2025-08-18,6096.5
2025-08-19,6055.5
2025-08-20,6155.5
2025-08-21,6099.0
2025-08-22,6086.5
2025-08-25,6116.0
2025-08-26,6050.0
2025-08-28,5727.0
2025-08-29,5646.0
2025-09-01,5670.0
2025-09-02,5665.5
2025-09-03,5740.0
2025-09-04,5695.0
2025-09-05,5670.0
2025-09-08,5696.5
2025-09-09,5637.5
2025-09-10,5619.0
2025-09-11,5667.0
2025-09-12,5727.5
2025-09-15,5728.5
2025-09-16,5727.5
2025-09-17,5746.5
2025-09-18,5715.5
2025-09-19,5679.0
2025-09-22,5747.5
2025-09-23,5732.0
2025-09-24,5686.0
2025-09-25,5674.5
2025-09-26,5561.0
2025-09-29,5707.0
2025-09-30,5594.5
2025-10-01,5606.0
2025-10-03,5657.0
2025-10-06,5694.5
2025-10-07,5664.0
2025-10-08,5635.0
2025-10-09,5724.5
2025-10-10,5735.0
2025-10-13,5787.5
2025-10-14,5759.0
2025-10-15,5860.5
2025-10-16,5881.0
2025-10-17,5848.0
2025-10-20,5934.0
2025-10-21,5913.0
2025-10-23,5789.0
2025-10-24,5779.0
2025-10-27,5835.0
2025-10-28,5809.0
2025-10-29,5813.0
2025-10-30,5725.0
2025-10-31,5625.0
2025-11-03,5695.5
2025-11-04,5637.0
2025-11-06,5693.0
2025-11-07,5583.5
2025-11-10,5588.5
2025-11-11,5782.5
2025-11-12,5795.5
2025-11-13,5905.5
2025-11-14,5908.5
2025-11-17,5873.0
2025-11-18,5739.5
2025-11-19,5758.5
2025-11-20,5785.5
2025-11-21,5843.5
2025-11-24,5805.5
2025-11-25,5775.0
2025-11-26,5913.0
2025-11-27,5919.0
2025-11-28,5901.5
2025-12-01,5794.0
2025-12-02,5697.5
2025-12-03,5595.5
2025-12-04,5436.5
2025-12-05,5370.5
2025-12-08,4923.5
2025-12-09,4967.5
2025-12-10,4805.5
2025-12-11,4819.0
2025-12-12,4860.5
2025-12-15,4965.5
2025-12-16,4974.0
2025-12-17,4980.5
2025-12-18,5115.5
2025-12-19,5153.5
2025-12-22,5145.5
2025-12-23,5157.0
2025-12-24,5081.5
2025-12-26,5074.0
2025-12-29,5085.5
2025-12-30,5018.0
2025-12-31,5059.5
2026-01-01,5110.5
2026-01-02,5106.0
2026-01-05,5102.5
2026-01-06,5002.5
2026-01-07,4951.0
2026-01-08,4906.5
2026-01-09,4844.0
2026-01-12,4850.0
2026-01-13,4759.5
2026-01-14,4733.0
2026-01-15,4733.0
2026-01-16,4740.0
2026-01-19,4941.5
2026-01-20,4790.0
2026-01-21,4857.5
2026-01-22,4909.0
2026-01-23,4704.5
2026-01-27,4769.0
2026-01-28,4749.0
2026-01-29,4621.0
2026-01-30,4596.5
2026-02-02,4687.0
2026-02-03,4946.2001953125
2026-02-04,4960.7001953125
2026-02-05,4932.2001953125
2026-02-06,4909.39990234375
2026-02-09,4964.10009765625
2026-02-10,4960.39990234375
2026-02-11,5013.7998046875
2026-02-12,4982.7998046875
2026-02-13,4929.2001953125
2026-02-16,4940.7998046875
2026-02-17,4977.0
2026-02-18,4980.39990234375
2026-02-19,4815.10009765625
2026-02-20,4854.60009765625
2026-02-23,4862.2001953125
2026-02-24,4850.2998046875
2026-02-25,4947.39990234375
2026-02-26,4933.5
2026-02-27,4827.2001953125
2026-03-02,4520.39990234375
2026-03-04,4392.89990234375
2026-03-05,4512.7998046875
2026-03-06,4404.10009765625
2026-03-09,4236.7001953125
2026-03-10,4380.39990234375
2026-03-11,4350.7001953125
2026-03-12,4251.7001953125
2026-03-13,4158.2001953125
2026-03-16,4222.10009765625
2026-03-17,4287.89990234375
2026-03-18,4360.60009765625
2026-03-19,4154.2998046875
2026-03-20,4149.10009765625
2026-03-23,3945.300048828125
2026-03-24,4150.7998046875
2026-03-25,4294.7001953125
2026-03-27,4099.5
2026-03-30,3943.5
2026-04-01,4180.7998046875
2026-04-02,4193.5
2026-04-06,4312.5
2026-04-07,4268.7998046875
2026-04-08,4615.5
2026-04-09,4449.10009765625
2026-04-10,4554.2001953125
2026-04-13,4427.2001953125
2026-04-15,4638.0
2026-04-16,4608.7001953125
2026-04-17,4638.39990234375
2026-04-20,4678.2001953125
2026-04-21,4693.10009765625
2026-04-22,4640.89990234375
2026-04-23,4556.0
2026-04-24,4523.10009765625
2026-04-27,4561.2001953125
2026-04-28,4442.39990234375
2026-04-29,4345.2001953125
2026-04-30,4295.2998046875
