Date,HDFCBANK.NS
2023-12-05,790.2315673828125
2023-12-06,792.22705078125
2023-12-07,793.5167236328125
2023-12-08,804.5888061523438
2023-12-11,803.5181274414062
2023-12-12,795.5364990234375
2023-12-13,793.7357788085938
2023-12-14,803.1044921875
2023-12-15,806.21923828125
2023-12-18,805.8055419921875
2023-12-19,804.44287109375
2023-12-20,806.438232421875
2023-12-21,820.892822265625
2023-12-22,813.1788940429688
2023-12-26,818.8244018554688
2023-12-27,828.9718017578125
2023-12-28,829.9208374023438
2023-12-29,831.8676147460938
2024-01-01,826.4410400390625
2024-01-02,826.927734375
2024-01-03,814.1766357421875
2024-01-04,822.91259765625
2024-01-05,818.7027587890625
2024-01-08,809.577392578125
2024-01-09,803.2747802734375
2024-01-10,805.92724609375
2024-01-11,802.5447998046875
2024-01-12,798.74853515625
2024-01-15,814.1279907226562
2024-01-16,817.2183837890625
2024-01-17,748.279296875
2024-01-18,723.2879638671875
2024-01-19,715.744384765625
2024-01-23,694.6708984375
2024-01-24,708.5657958984375
2024-01-25,698.3453979492188
2024-01-29,707.9573974609375
2024-01-30,702.9202270507812
2024-01-31,711.80224609375
2024-02-01,713.651611328125
2024-02-02,703.8206176757812
2024-02-05,703.1878662109375
2024-02-06,702.8228759765625
2024-02-07,695.9362182617188
2024-02-08,682.8444213867188
2024-02-09,683.112060546875
2024-02-12,676.4932250976562
2024-02-13,678.6588745117188
2024-02-14,673.5974731445312
2024-02-15,688.197998046875
2024-02-16,691.0451049804688
2024-02-19,689.682373046875
2024-02-20,707.7870483398438
2024-02-21,700.4137573242188
2024-02-22,690.874755859375
2024-02-23,691.3857421875
2024-02-26,692.2131958007812
2024-02-27,691.1668090820312
2024-02-28,685.9348754882812
2024-02-29,683.0147705078125
2024-03-01,696.3256225585938
2024-03-04,697.2745971679688
2024-03-05,701.2411499023438
2024-03-06,702.0928344726562
2024-03-07,703.7962036132812
2024-03-11,694.8899536132812
2024-03-12,710.3421630859375
2024-03-13,710.755859375
2024-03-14,708.3467407226562
2024-03-15,706.9840698242188
2024-03-18,703.77197265625
2024-03-19,705.3779296875
2024-03-20,696.4716796875
2024-03-21,703.6259155273438
2024-03-22,702.2144775390625
2024-03-26,693.7218627929688
2024-03-27,701.1681518554688
2024-03-28,704.6722412109375
2024-04-01,715.67138671875
2024-04-02,720.367919921875
2024-04-03,721.414306640625
2024-04-04,743.461181640625
2024-04-05,754.1439208984375
2024-04-08,752.7081298828125
2024-04-09,753.6572875976562
2024-04-10,747.7196655273438
2024-04-12,739.2512817382812
2024-04-15,727.4491577148438
2024-04-16,734.5304565429688
2024-04-18,727.4491577148438
2024-04-19,745.2619018554688
2024-04-22,735.9661865234375
2024-04-23,733.7274169921875
2024-04-24,735.7227783203125
2024-04-25,735.260498046875
2024-04-26,734.7981567382812
2024-04-29,744.3858642578125
2024-04-30,739.8109741210938
2024-05-02,745.7242431640625
2024-05-03,739.567626953125
2024-05-06,741.0520629882812
2024-05-07,733.021728515625
2024-05-08,721.5845947265625
2024-05-09,704.4776000976562
2024-05-10,709.3616333007812
2024-05-13,717.9208984375
2024-05-14,720.7328491210938
2024-05-15,709.6575317382812
2024-05-16,720.3875122070312
2024-05-17,722.286865234375
2024-05-21,719.6722412109375
2024-05-22,719.8695678710938
2024-05-23,736.3468017578125
2024-05-24,748.4827270507812
2024-05-27,753.6627807617188
2024-05-28,755.0441284179688
2024-05-29,744.0921630859375
2024-05-30,747.3234252929688
2024-05-31,755.5620727539062
2024-06-03,775.6160278320312
2024-06-04,731.684814453125
2024-06-05,765.5520629882812
2024-06-06,769.4493408203125
2024-06-07,776.183349609375
2024-06-10,770.2387084960938
2024-06-11,771.9653930664062
2024-06-12,776.5780029296875
2024-06-13,779.8340454101562
2024-06-14,787.80126953125
2024-06-18,793.1786499023438
2024-06-19,817.869873046875
2024-06-20,823.5431518554688
2024-06-21,821.7671508789062
2024-06-24,825.0478515625
2024-06-25,844.2631225585938
2024-06-26,839.40380859375
2024-06-27,836.7644653320312
2024-06-28,830.6718139648438
2024-07-01,841.2291259765625
2024-07-02,853.7597045898438
2024-07-03,872.5310668945312
2024-07-04,852.0578002929688
2024-07-05,813.0598754882812
2024-07-08,806.7698974609375
2024-07-09,807.3372192382812
2024-07-10,802.2066040039062
2024-07-11,800.1345825195312
2024-07-12,800.5292358398438
2024-07-15,800.2332763671875
2024-07-16,799.073974609375
2024-07-18,796.6319580078125
2024-07-19,792.9320068359375
2024-07-22,810.3218994140625
2024-07-23,798.407958984375
2024-07-24,791.3286743164062
2024-07-25,797.5199584960938
2024-07-26,798.2846069335938
2024-07-29,791.822021484375
2024-07-30,797.001953125
2024-07-31,797.1005859375
2024-08-01,808.471923828125
2024-08-02,818.5111694335938
2024-08-05,797.1005859375
2024-08-06,789.922607421875
2024-08-07,800.9238891601562
2024-08-08,810.3958740234375
2024-08-09,814.0958251953125
2024-08-12,818.9798583984375
2024-08-13,790.9092407226562
2024-08-14,793.1786499023438
2024-08-16,805.1666259765625
2024-08-19,804.895263671875
2024-08-20,807.9292602539062
2024-08-21,802.0586547851562
2024-08-22,804.77197265625
2024-08-23,801.6885986328125
2024-08-26,809.0392456054688
2024-08-27,807.9539184570312
2024-08-28,807.6332397460938
2024-08-29,808.3485717773438
2024-08-30,807.5346069335938
2024-09-02,802.6258544921875
2024-09-03,807.756591796875
2024-09-04,809.951904296875
2024-09-05,811.7525024414062
2024-09-06,807.5592041015625
2024-09-09,812.2705688476562
2024-09-10,814.1698608398438
2024-09-11,810.9879150390625
2024-09-12,822.1865234375
2024-09-13,821.8658447265625
2024-09-16,824.3324584960938
2024-09-17,823.2718505859375
2024-09-18,836.0984497070312
2024-09-19,842.8571166992188
2024-09-20,858.989013671875
2024-09-23,868.1651000976562
2024-09-24,872.2350463867188
2024-09-25,877.686279296875
2024-09-26,879.8323364257812
2024-09-27,864.6376953125
2024-09-30,854.47509765625
2024-10-01,851.5890502929688
2024-10-03,829.7838134765625
2024-10-04,817.771240234375
2024-10-07,798.1119384765625
2024-10-08,814.5152587890625
2024-10-09,805.6845703125
2024-10-10,820.114501953125
2024-10-11,814.4905395507812
2024-10-14,832.7931518554688
2024-10-15,830.81982421875
2024-10-16,838.565185546875
2024-10-17,825.4178466796875
2024-10-18,829.7098388671875
2024-10-21,852.8223876953125
2024-10-22,845.841796875
2024-10-23,856.3251342773438
2024-10-24,863.15771484375
2024-10-25,860.0744018554688
2024-10-28,855.5357055664062
2024-10-29,864.2430419921875
2024-10-30,855.7330322265625
2024-10-31,856.2757568359375
2024-11-01,857.0650634765625
2024-11-04,845.6197509765625
2024-11-05,867.2030029296875
2024-11-06,865.9203491210938
2024-11-07,861.62841796875
2024-11-08,865.525634765625
2024-11-11,871.3717041015625
2024-11-12,847.6424560546875
2024-11-13,829.463134765625
2024-11-14,835.087158203125
2024-11-18,841.1797485351562
2024-11-19,859.507080078125
2024-11-21,858.989013671875
2024-11-22,861.15966796875
2024-11-25,880.8929443359375
2024-11-26,880.8683471679688
2024-11-27,894.06494140625
2024-11-28,884.6176147460938
2024-11-29,886.04833984375
2024-12-02,890.3156127929688
2024-12-03,900.9715576171875
2024-12-04,917.6461791992188
2024-12-05,920.4335327148438
2024-12-06,915.5494995117188
2024-12-09,922.5302124023438
2024-12-10,921.5928344726562
2024-12-11,919.1261596679688
2024-12-12,917.2268676757812
2024-12-13,923.3934936523438
2024-12-16,920.1621704101562
2024-12-17,904.4002685546875
2024-12-18,893.275634765625
2024-12-19,884.790283203125
2024-12-20,873.93701171875
2024-12-23,888.4902954101562
2024-12-24,887.0596313476562
2024-12-26,883.4336547851562
2024-12-27,887.1336669921875
2024-12-30,877.0943603515625
2024-12-31,874.6029663085938
2025-01-01,879.4869995117188
2025-01-02,884.9136352539062
2025-01-03,862.9356689453125
2025-01-06,843.84375
2025-01-07,845.2744140625
2025-01-08,835.8518676757812
2025-01-09,822.778564453125
2025-01-10,817.3272094726562
2025-01-13,804.5499267578125
2025-01-14,812.3198852539062
2025-01-15,810.568603515625
2025-01-16,815.0086059570312
2025-01-17,807.4605712890625
2025-01-20,814.6138916015625
2025-01-21,810.2479248046875
2025-01-22,821.9152221679688
2025-01-23,821.347900390625
2025-01-24,813.8986206054688
2025-01-27,804.0319213867188
2025-01-28,824.0612182617188
2025-01-29,827.4651489257812
2025-01-30,834.4705200195312
2025-01-31,838.047119140625
2025-02-01,834.1991577148438
2025-02-03,827.8104858398438
2025-02-04,848.9744873046875
2025-02-05,857.311767578125
2025-02-06,860.29638671875
2025-02-07,854.8204345703125
2025-02-10,846.4337158203125
2025-02-11,839.3544311523438
2025-02-12,842.0184326171875
2025-02-13,837.5291137695312
2025-02-14,836.1231079101562
2025-02-17,847.2230834960938
2025-02-18,850.0350952148438
2025-02-19,852.0823974609375
2025-02-20,832.2998046875
2025-02-21,834.9638061523438
2025-02-24,827.366455078125
2025-02-25,829.9564819335938
2025-02-27,839.0091552734375
2025-02-28,854.6477661132812
2025-03-03,839.428466796875
2025-03-04,843.5971069335938
2025-03-05,833.73046875
2025-03-06,834.3224487304688
2025-03-07,833.3604736328125
2025-03-10,832.4971313476562
2025-03-11,831.510498046875
2025-03-12,844.1644287109375
2025-03-13,841.9197998046875
2025-03-17,843.79443359375
2025-03-18,843.79443359375
2025-03-19,860.4197387695312
2025-03-20,872.5803833007812
2025-03-21,873.3696899414062
2025-03-24,887.9969482421875
2025-03-25,898.5789184570312
2025-03-26,891.2283325195312
2025-03-27,900.5029296875
2025-03-28,901.908935546875
2025-04-01,872.1363525390625
2025-04-02,886.4676513671875
2025-04-03,885.456298828125
2025-04-04,896.5316162109375
2025-04-07,867.1289672851562
2025-04-08,872.7777099609375
2025-04-09,870.7303466796875
2025-04-11,891.3269653320312
2025-04-15,920.01416015625
2025-04-16,926.476806640625
2025-04-17,940.6353759765625
2025-04-21,950.6994018554688
2025-04-22,967.7686767578125
2025-04-23,949.1207885742188
2025-04-24,945.6181030273438
2025-04-25,942.8554077148438
2025-04-28,947.29541015625
2025-04-29,941.6715087890625
2025-04-30,949.6633911132812
2025-05-02,948.1340942382812
2025-05-05,955.4847412109375
2025-05-06,952.9686889648438
2025-05-07,959.8259887695312
2025-05-08,951.3900756835938
2025-05-09,932.248779296875
2025-05-12,965.5486450195312
2025-05-13,948.4794311523438
2025-05-14,942.5594482421875
2025-05-15,954.0047607421875
2025-05-16,954.44873046875
2025-05-19,956.4220581054688
2025-05-20,944.6807861328125
2025-05-21,950.5514526367188
2025-05-22,947.1474609375
2025-05-23,953.906005859375
2025-05-26,957.1620483398438
2025-05-27,950.3048095703125
2025-05-28,948.9234619140625
2025-05-29,950.896728515625
2025-05-30,959.4807739257812
2025-06-02,953.1660766601562
2025-06-03,949.466064453125
2025-06-04,957.6553955078125
2025-06-05,961.7993774414062
2025-06-06,976.1552734375
2025-06-09,976.2539672851562
2025-06-10,969.5447387695312
2025-06-11,962.194091796875
2025-06-12,958.74072265625
2025-06-13,946.0127563476562
2025-06-16,954.7940673828125
2025-06-17,951.9327392578125
2025-06-18,954.0540771484375
2025-06-19,954.7447509765625
2025-06-20,969.2486572265625
2025-06-23,961.2073364257812
2025-06-24,967.3740234375
2025-06-25,976.8953247070312
2025-06-26,997.41796875
2025-06-27,1004.9491577148438
2025-06-30,998.2658081054688
2025-07-01,1003.5526123046875
2025-07-02,990.5350341796875
2025-07-03,991.0836181640625
2025-07-04,992.1809692382812
2025-07-07,991.2332763671875
2025-07-08,998.2159423828125
2025-07-09,1003.1036987304688
2025-07-10,1000.6099243164062
2025-07-11,989.3878784179688
2025-07-14,989.0387573242188
2025-07-15,995.2732543945312
2025-07-16,995.6722412109375
2025-07-17,990.98388671875
2025-07-18,976.2705078125
2025-07-21,997.7670288085938
2025-07-22,1001.058837890625
2025-07-23,1009.6375122070312
2025-07-24,1004.5999755859375
2025-07-25,1002.2999877929688
2025-07-28,1004.25
2025-07-29,1010.7999877929688
2025-07-30,1012.9000244140625
2025-07-31,1009.0999755859375
2025-08-01,1006.0999755859375
2025-08-04,996.0
2025-08-05,988.7999877929688
2025-08-06,992.6500244140625
2025-08-07,997.7000122070312
2025-08-08,986.9500122070312
2025-08-11,997.7999877929688
2025-08-12,984.9500122070312
2025-08-13,990.1500244140625
2025-08-14,995.5499877929688
2025-08-18,1001.7999877929688
2025-08-19,995.5499877929688
2025-08-20,994.0999755859375
2025-08-21,995.5999755859375
2025-08-22,982.2999877929688
2025-08-25,982.0499877929688
2025-08-26,973.4000244140625
2025-08-28,957.7999877929688
2025-08-29,951.5999755859375
2025-09-01,950.5999755859375
2025-09-02,944.5
2025-09-03,954.4500122070312
2025-09-04,961.25
2025-09-05,963.4000244140625
2025-09-08,966.0
2025-09-09,965.1500244140625
2025-09-10,965.9000244140625
2025-09-11,967.7999877929688
2025-09-12,967.2999877929688
2025-09-15,967.0499877929688
2025-09-16,966.8499755859375
2025-09-17,966.5
2025-09-18,976.9000244140625
2025-09-19,966.9000244140625
2025-09-22,964.2000122070312
2025-09-23,957.2000122070312
2025-09-24,951.0499877929688
2025-09-25,949.8499755859375
2025-09-26,945.0499877929688
2025-09-29,950.2999877929688
2025-09-30,951.0
2025-10-01,965.25
2025-10-03,965.1500244140625
2025-10-06,973.4500122070312
2025-10-07,982.5
2025-10-08,978.7000122070312
2025-10-09,977.0999755859375
2025-10-10,980.9000244140625
2025-10-13,977.0
2025-10-14,977.1500244140625
2025-10-15,978.25
2025-10-16,994.3499755859375
2025-10-17,1002.5499877929688
2025-10-20,1002.9500122070312
2025-10-21,1007.7000122070312
2025-10-23,1008.7999877929688
2025-10-24,994.75
2025-10-27,1002.9500122070312
2025-10-28,1003.5499877929688
2025-10-29,1007.8499755859375
2025-10-30,998.1500244140625
2025-10-31,987.2999877929688
2025-11-03,992.6500244140625
2025-11-04,985.25
2025-11-06,984.6500244140625
2025-11-07,982.2999877929688
2025-11-10,984.5
2025-11-11,991.7000122070312
2025-11-12,989.5
2025-11-13,986.6500244140625
2025-11-14,989.5999755859375
2025-11-17,996.5499877929688
2025-11-18,992.4500122070312
2025-11-19,994.5999755859375
2025-11-20,1008.8499755859375
2025-11-21,998.0499877929688
2025-11-24,999.1500244140625
2025-11-25,989.7999877929688
2025-11-26,1003.9000244140625
2025-11-27,1009.5
2025-11-28,1007.5999755859375
2025-12-01,1002.0999755859375
2025-12-02,989.7999877929688
2025-12-03,1000.5
2025-12-04,997.2000122070312
2025-12-05,1003.2999877929688
2025-12-08,1003.0999755859375
2025-12-09,997.0999755859375
2025-12-10,989.7999877929688
2025-12-11,1000.2999877929688
2025-12-12,1001.5
2025-12-15,996.0999755859375
2025-12-16,994.2999877929688
2025-12-17,984.0
2025-12-18,979.7000122070312
2025-12-19,985.5
2025-12-22,987.7000122070312
2025-12-23,996.5999755859375
2025-12-24,997.2000122070312
2025-12-26,992.0999755859375
2025-12-29,991.7000122070312
2025-12-30,990.9000244140625
2025-12-31,991.2000122070312
2026-01-01,991.1500244140625
2026-01-02,1001.5999755859375
2026-01-05,977.5
2026-01-06,962.2000122070312
2026-01-07,949.0499877929688
2026-01-08,946.7000122070312
2026-01-09,939.0
2026-01-12,936.9500122070312
2026-01-13,937.3499755859375
2026-01-14,925.4500122070312
2026-01-15,925.4500122070312
2026-01-16,931.0999755859375
2026-01-19,927.9000244140625
2026-01-20,931.2000122070312
2026-01-21,920.3499755859375
2026-01-22,918.7000122070312
2026-01-23,916.0999755859375
2026-01-27,926.4000244140625
2026-01-28,932.7000122070312
2026-01-29,935.5
2026-01-30,929.25
2026-02-02,928.0999755859375
2026-02-03,948.7000122070312
2026-02-04,953.0999755859375
2026-02-05,949.7000122070312
2026-02-06,941.0999755859375
2026-02-09,937.25
2026-02-10,932.4000244140625
2026-02-11,927.0999755859375
2026-02-12,920.5999755859375
2026-02-13,903.9000244140625
2026-02-16,925.7999877929688
2026-02-17,925.7000122070312
2026-02-18,924.7000122070312
2026-02-19,915.5999755859375
2026-02-20,911.8499755859375
2026-02-23,923.5999755859375
2026-02-24,910.5
2026-02-25,907.5999755859375
2026-02-26,898.5999755859375
2026-02-27,887.75
2026-03-02,879.4000244140625
2026-03-04,868.6500244140625
2026-03-05,877.75
2026-03-06,857.0499877929688
2026-03-09,840.7000122070312
2026-03-10,849.4500122070312
2026-03-11,833.9500122070312
2026-03-12,832.75
2026-03-13,817.0
2026-03-16,840.5999755859375
2026-03-17,845.3499755859375
2026-03-18,843.0499877929688
2026-03-19,798.2000122070312
2026-03-20,780.4500122070312
2026-03-23,744.1500244140625
2026-03-24,764.9000244140625
2026-03-25,782.2999877929688
2026-03-27,756.2000122070312
2026-03-30,731.5499877929688
2026-04-01,742.25
2026-04-02,750.9000244140625
2026-04-06,771.0
2026-04-07,772.0
2026-04-08,816.0999755859375
2026-04-09,797.7000122070312
2026-04-10,810.2999877929688
2026-04-13,794.7000122070312
2026-04-15,809.9000244140625
2026-04-16,795.4500122070312
2026-04-17,799.9000244140625
2026-04-20,795.4500122070312
2026-04-21,811.75
2026-04-22,799.9000244140625
2026-04-23,784.3499755859375
2026-04-24,784.8499755859375
2026-04-27,789.7999877929688
2026-04-28,782.5499877929688
2026-04-29,779.0
2026-04-30,771.7000122070312
2026-05-01,771.7000122070312
2026-05-04,779.4000244140625
2026-05-05,772.2999877929688
2026-05-06,796.5499877929688
2026-05-07,796.0499877929688
2026-05-08,780.8499755859375
2026-05-11,763.6500244140625
2026-05-12,750.4500122070312
2026-05-13,749.5999755859375
2026-05-14,769.5499877929688
2026-05-15,767.5
2026-05-18,768.6500244140625
2026-05-19,762.4500122070312
2026-05-20,759.5
2026-05-21,759.1500244140625
2026-05-22,766.7999877929688
2026-05-25,786.8499755859375
2026-05-26,778.9000244140625
