Date,BAJAJ-AUTO.NS
2024-02-06,7468.869140625
2024-02-07,7450.97216796875
2024-02-08,7504.5185546875
2024-02-09,7531.2197265625
2024-02-12,7574.8505859375
2024-02-13,7659.451171875
2024-02-14,7819.94580078125
2024-02-15,7858.400390625
2024-02-16,8053.81982421875
2024-02-19,8232.4541015625
2024-02-20,8024.9423828125
2024-02-21,7964.04296875
2024-02-22,8221.5703125
2024-02-23,8162.07421875
2024-02-26,8172.7646484375
2024-02-27,8187.75927734375
2024-02-28,7921.86328125
2024-02-29,7651.66357421875
2024-03-01,7778.10498046875
2024-03-04,7939.90576171875
2024-03-05,8079.64990234375
2024-03-06,8325.4228515625
2024-03-07,8589.7705078125
2024-03-11,8377.2763671875
2024-03-12,8249.8681640625
2024-03-13,8111.720703125
2024-03-14,8110.4140625
2024-03-15,8078.63427734375
2024-03-18,8244.1591796875
2024-03-19,8358.7021484375
2024-03-20,8354.251953125
2024-03-21,8465.5048828125
2024-03-22,8653.8134765625
2024-03-26,8668.6142578125
2024-03-27,8863.9853515625
2024-03-28,8850.103515625
2024-04-01,8747.5576171875
2024-04-02,8973.8837890625
2024-04-03,8784.609375
2024-04-04,8848.1689453125
2024-04-05,8715.9697265625
2024-04-08,8736.2861328125
2024-04-09,8686.3681640625
2024-04-10,8712.1494140625
2024-04-12,8769.5166015625
2024-04-15,8703.92578125
2024-04-16,8628.564453125
2024-04-18,8727.3857421875
2024-04-19,8517.6494140625
2024-04-22,8509.1845703125
2024-04-23,8509.232421875
2024-04-24,8413.748046875
2024-04-25,8450.3173828125
2024-04-26,8681.9169921875
2024-04-29,8474.6953125
2024-04-30,8613.5693359375
2024-05-02,8813.8251953125
2024-05-03,8808.939453125
2024-05-06,8757.6181640625
2024-05-07,8395.1748046875
2024-05-08,8464.345703125
2024-05-09,8558.619140625
2024-05-10,8689.1728515625
2024-05-13,8699.330078125
2024-05-14,8769.904296875
2024-05-15,8613.0849609375
2024-05-16,8582.8046875
2024-05-17,8494.625
2024-05-21,8533.3212890625
2024-05-22,8518.6650390625
2024-05-23,8671.4208984375
2024-05-24,8656.6669921875
2024-05-27,8705.5224609375
2024-05-28,8696.86328125
2024-05-29,8774.6923828125
2024-05-30,8676.306640625
2024-05-31,8788.7685546875
2024-06-03,9031.3017578125
2024-06-04,8945.4912109375
2024-06-05,9289.408203125
2024-06-06,9385.376953125
2024-06-07,9408.69140625
2024-06-10,9415.9462890625
2024-06-11,9493.0029296875
2024-06-12,9581.5693359375
2024-06-13,9600.095703125
2024-06-14,9715.5205078125
2024-06-18,9673.046875
2024-06-19,9446.390625
2024-06-20,9393.9208984375
2024-06-21,9364.90625
2024-06-24,9504.3720703125
2024-06-25,9421.1806640625
2024-06-26,9240.4609375
2024-06-27,9184.673828125
2024-06-28,9266.79296875
2024-07-01,9296.783203125
2024-07-02,9168.8740234375
2024-07-03,9189.501953125
2024-07-04,9227.0009765625
2024-07-05,9397.626953125
2024-07-08,9293.857421875
2024-07-09,9298.4404296875
2024-07-10,9306.5849609375
2024-07-11,9232.8037109375
2024-07-12,9197.6455078125
2024-07-15,9434.248046875
2024-07-16,9478.1357421875
2024-07-18,9388.2646484375
2024-07-19,9154.0498046875
2024-07-22,9177.1162109375
2024-07-23,9150.587890625
2024-07-24,9031.3115234375
2024-07-25,9048.9150390625
2024-07-26,9258.259765625
2024-07-29,9321.4091796875
2024-07-30,9327.9423828125
2024-07-31,9425.3251953125
2024-08-01,9489.986328125
2024-08-02,9378.51171875
2024-08-05,9250.6025390625
2024-08-06,9194.37890625
2024-08-07,9468.2373046875
2024-08-08,9402.9912109375
2024-08-09,9524.560546875
2024-08-12,9470.8212890625
2024-08-13,9432.5419921875
2024-08-14,9508.6142578125
2024-08-16,9643.740234375
2024-08-19,9529.14453125
2024-08-20,9537.970703125
2024-08-21,9608.4833984375
2024-08-22,9669.1455078125
2024-08-23,10149.228515625
2024-08-26,10174.68359375
2024-08-27,10242.0263671875
2024-08-28,10393.341796875
2024-08-29,10540.7060546875
2024-08-30,10622.337890625
2024-09-02,10851.08984375
2024-09-03,10770.6787109375
2024-09-04,10692.705078125
2024-09-05,10587.4228515625
2024-09-06,10562.40625
2024-09-09,10579.4736328125
2024-09-10,10716.16015625
2024-09-11,11138.45703125
2024-09-12,11433.724609375
2024-09-13,11447.037109375
2024-09-16,11399.4423828125
2024-09-17,11654.91796875
2024-09-18,11473.857421875
2024-09-19,11574.65234375
2024-09-20,11646.53125
2024-09-23,12033.9619140625
2024-09-24,12136.07421875
2024-09-25,12090.8212890625
2024-09-26,12309.6748046875
2024-09-27,12353.318359375
2024-09-30,12040.7890625
2024-10-01,11856.9482421875
2024-10-03,11514.6240234375
2024-10-04,11483.3662109375
2024-10-07,11329.9052734375
2024-10-08,11595.23046875
2024-10-09,11525.9853515625
2024-10-10,11539.5419921875
2024-10-11,11583.3818359375
2024-10-14,11605.1787109375
2024-10-15,11236.716796875
2024-10-16,11329.80859375
2024-10-17,9869.322265625
2024-10-18,9815.1943359375
2024-10-21,10240.9541015625
2024-10-22,10112.0703125
2024-10-23,10325.072265625
2024-10-24,10047.84765625
2024-10-25,9953.830078125
2024-10-28,9763.796875
2024-10-29,9607.361328125
2024-10-30,9694.9423828125
2024-10-31,9593.1708984375
2024-11-01,9631.8408203125
2024-11-04,9290.1015625
2024-11-05,9630.767578125
2024-11-06,9772.818359375
2024-11-07,9613.0185546875
2024-11-08,9665.4404296875
2024-11-11,9674.16796875
2024-11-12,9439.466796875
2024-11-13,9218.5166015625
2024-11-14,9248.5556640625
2024-11-18,9281.275390625
2024-11-19,9309.75390625
2024-11-21,9270.060546875
2024-11-22,9247.2880859375
2024-11-25,9188.087890625
2024-11-26,8911.5947265625
2024-11-27,8963.1875
2024-11-28,8790.708984375
2024-11-29,8810.361328125
2024-12-02,8904.669921875
2024-12-03,8935.3427734375
2024-12-04,8776.7138671875
2024-12-05,8672.1630859375
2024-12-06,8874.9736328125
2024-12-09,8853.078125
2024-12-10,8790.513671875
2024-12-11,8845.6650390625
2024-12-12,8741.701171875
2024-12-13,8798.4140625
2024-12-16,8775.9326171875
2024-12-17,8675.1376953125
2024-12-18,8735.361328125
2024-12-19,8760.6220703125
2024-12-20,8570.05078125
2024-12-23,8551.7158203125
2024-12-24,8561.078125
2024-12-26,8659.0458984375
2024-12-27,8707.6142578125
2024-12-30,8562.8828125
2024-12-31,8581.1201171875
2025-01-01,8524.5048828125
2025-01-02,8855.0771484375
2025-01-03,8744.0908203125
2025-01-06,8605.74609375
2025-01-07,8592.53125
2025-01-08,8428.634765625
2025-01-09,8617.44921875
2025-01-10,8547.3759765625
2025-01-13,8383.7724609375
2025-01-14,8398.3525390625
2025-01-15,8365.9736328125
2025-01-16,8369.826171875
2025-01-17,8369.2890625
2025-01-20,8333.2041015625
2025-01-21,8259.228515625
2025-01-22,8251.71875
2025-01-23,8192.32421875
2025-01-24,8193.8359375
2025-01-27,8177.35302734375
2025-01-28,8190.81298828125
2025-01-29,8412.6396484375
2025-01-30,8531.576171875
2025-01-31,8629.1044921875
2025-02-01,8929.2958984375
2025-02-03,8705.908203125
2025-02-04,8691.1328125
2025-02-05,8707.126953125
2025-02-06,8627.689453125
2025-02-07,8767.205078125
2025-02-10,8661.044921875
2025-02-11,8545.4248046875
2025-02-12,8496.2705078125
2025-02-13,8476.521484375
2025-02-14,8296.240234375
2025-02-17,8326.1328125
2025-02-18,8237.8203125
2025-02-19,8269.908203125
2025-02-20,8416.8828125
2025-02-21,8295.8017578125
2025-02-24,8238.1630859375
2025-02-25,8209.8310546875
2025-02-27,8028.8662109375
2025-02-28,7707.56005859375
2025-03-03,7524.109375
2025-03-04,7152.0390625
2025-03-05,7236.888671875
2025-03-06,7277.8017578125
2025-03-07,7387.52099609375
2025-03-10,7200.90087890625
2025-03-11,7314.5703125
2025-03-12,7329.29638671875
2025-03-13,7319.20263671875
2025-03-17,7301.01318359375
2025-03-18,7301.01318359375
2025-03-19,7530.9853515625
2025-03-20,7724.2373046875
2025-03-21,7868.43310546875
2025-03-24,7924.70654296875
2025-03-25,7808.11181640625
2025-03-26,7779.92626953125
2025-03-27,7777.19482421875
2025-03-28,7684.1044921875
2025-04-01,7795.4814453125
2025-04-02,7873.40673828125
2025-04-03,7716.63037109375
2025-04-04,7495.1435546875
2025-04-07,7126.19384765625
2025-04-08,7312.716796875
2025-04-09,7385.13134765625
2025-04-11,7576.8232421875
2025-04-15,7797.87109375
2025-04-16,7764.71142578125
2025-04-17,7819.81494140625
2025-04-21,8043.642578125
2025-04-22,7939.77490234375
2025-04-23,8057.29638671875
2025-04-24,7998.779296875
2025-04-25,7835.41943359375
2025-04-28,7895.88720703125
2025-04-29,7878.81982421875
2025-04-30,7831.5185546875
2025-05-02,7627.19677734375
2025-05-05,7724.72509765625
2025-05-06,7749.10693359375
2025-05-07,7654.9921875
2025-05-08,7533.56982421875
2025-05-09,7492.60791015625
2025-05-12,7840.78369140625
2025-05-13,7863.70263671875
2025-05-14,7902.2265625
2025-05-15,8120.2021484375
2025-05-16,8272.833984375
2025-05-19,8632.2255859375
2025-05-20,8353.294921875
2025-05-21,8472.7666015625
2025-05-22,8517.6298828125
2025-05-23,8524.9443359375
2025-05-26,8737.068359375
2025-05-27,8741.45703125
2025-05-28,8630.2744140625
2025-05-29,8655.14453125
2025-05-30,8394.2568359375
2025-06-02,8303.0673828125
2025-06-03,8351.34375
2025-06-04,8351.83203125
2025-06-05,8345.9794921875
2025-06-06,8423.5146484375
2025-06-09,8427.416015625
2025-06-10,8412.787109375
2025-06-11,8503.48828125
2025-06-12,8355.2451171875
2025-06-13,8254.3037109375
2025-06-16,8318.671875
2025-06-17,8284.537109375
2025-06-18,8258.6923828125
2025-06-19,8286.0
2025-06-20,8371.0
2025-06-23,8286.5
2025-06-24,8377.0
2025-06-25,8389.5
2025-06-26,8433.0
2025-06-27,8436.0
2025-06-30,8376.0
2025-07-01,8399.0
2025-07-02,8356.5
2025-07-03,8382.5
2025-07-04,8433.0
2025-07-07,8463.5
2025-07-08,8339.5
2025-07-09,8361.0
2025-07-10,8285.0
2025-07-11,8067.0
2025-07-14,8087.5
2025-07-15,8311.0
2025-07-16,8302.5
2025-07-17,8330.0
2025-07-18,8347.5
2025-07-21,8438.5
2025-07-22,8295.0
2025-07-23,8397.0
2025-07-24,8288.5
2025-07-25,8075.5
2025-07-28,8089.5
2025-07-29,8127.5
2025-07-30,8043.5
2025-07-31,8008.0
2025-08-01,8044.5
2025-08-04,8187.5
2025-08-05,8230.5
2025-08-06,8178.5
2025-08-07,8229.0
2025-08-08,8224.0
2025-08-11,8275.0
2025-08-12,8196.5
2025-08-13,8248.5
2025-08-14,8213.5
2025-08-18,8588.5
2025-08-19,8795.5
2025-08-20,8827.5
2025-08-21,8684.5
2025-08-22,8679.5
2025-08-25,8750.5
2025-08-26,8691.5
2025-08-28,8689.5
2025-08-29,8631.5
2025-09-01,8967.0
2025-09-02,9030.5
2025-09-03,9116.0
2025-09-04,9071.0
2025-09-05,9084.5
2025-09-08,9433.5
2025-09-09,9383.0
2025-09-10,9244.0
2025-09-11,9113.5
2025-09-12,8999.5
2025-09-15,9025.0
2025-09-16,9072.5
2025-09-17,9084.0
2025-09-18,9075.0
2025-09-19,8971.5
2025-09-22,9054.5
2025-09-23,8984.5
2025-09-24,8839.0
2025-09-25,8842.5
2025-09-26,8702.0
2025-09-29,8717.5
2025-09-30,8678.5
2025-10-01,8626.5
2025-10-03,8679.5
2025-10-06,8792.0
2025-10-07,8904.0
2025-10-08,8792.0
2025-10-09,8810.0
2025-10-10,8946.5
2025-10-13,9066.0
2025-10-14,9102.5
2025-10-15,8998.0
2025-10-16,9151.5
2025-10-17,9150.5
2025-10-20,9124.5
2025-10-21,9118.0
2025-10-23,9047.0
2025-10-24,9076.5
2025-10-27,9095.5
2025-10-28,9057.5
2025-10-29,9034.0
2025-10-30,8923.0
2025-10-31,8892.5
2025-11-03,8922.5
2025-11-04,8751.0
2025-11-06,8720.5
2025-11-07,8721.5
2025-11-10,8772.0
2025-11-11,8895.0
2025-11-12,8868.0
2025-11-13,8867.5
2025-11-14,8843.0
2025-11-17,8945.5
2025-11-18,8921.0
2025-11-19,8884.5
2025-11-20,8979.5
2025-11-21,8892.0
2025-11-24,9007.5
2025-11-25,9048.0
2025-11-26,9164.0
2025-11-27,9022.5
2025-11-28,9073.5
2025-12-01,9096.0
2025-12-02,9085.5
2025-12-03,9000.5
2025-12-04,9085.0
2025-12-05,9109.0
2025-12-08,9026.0
2025-12-09,8961.0
2025-12-10,8991.0
2025-12-11,9053.5
2025-12-12,9015.0
2025-12-15,8940.0
2025-12-16,9008.0
2025-12-17,8895.0
2025-12-18,8831.0
2025-12-19,9002.0
2025-12-22,9164.0
2025-12-23,9099.0
2025-12-24,9170.0
2025-12-26,9064.5
2025-12-29,9087.0
2025-12-30,9282.0
2025-12-31,9343.0
2026-01-01,9558.0
2026-01-02,9502.5
2026-01-05,9497.5
2026-01-06,9661.0
2026-01-07,9789.5
2026-01-08,9760.5
2026-01-09,9562.5
2026-01-12,9491.0
2026-01-13,9554.0
2026-01-14,9579.5
2026-01-15,9579.5
2026-01-16,9489.0
2026-01-19,9429.5
2026-01-20,9180.0
2026-01-21,9179.0
2026-01-22,9370.0
2026-01-23,9413.5
2026-01-27,9492.0
2026-01-28,9433.5
2026-01-29,9512.0
2026-01-30,9597.5
2026-02-02,9496.5
2026-02-03,9595.5
2026-02-04,9639.0
2026-02-05,9647.0
2026-02-06,9518.5
2026-02-09,9590.0
2026-02-10,9774.0
2026-02-11,9869.5
2026-02-12,9840.0
2026-02-13,9760.0
2026-02-16,9697.5
2026-02-17,9826.5
2026-02-18,9980.0
2026-02-19,9729.0
2026-02-20,9807.0
2026-02-23,9905.5
2026-02-24,9829.0
2026-02-25,10097.0
2026-02-26,10110.0
2026-02-27,9972.5
2026-03-02,9776.0
2026-03-04,9652.5
2026-03-05,9804.5
2026-03-06,9816.0
2026-03-09,9383.0
2026-03-10,9610.0
2026-03-11,9327.5
2026-03-12,9162.0
2026-03-13,8875.0
2026-03-16,9073.0
2026-03-17,9110.0
2026-03-18,9271.0
2026-03-19,8868.5
2026-03-20,9051.0
2026-03-23,8776.0
2026-03-24,8898.0
2026-03-25,9048.5
2026-03-27,8901.0
2026-03-30,8781.5
2026-04-01,8895.5
2026-04-02,8758.5
2026-04-06,8942.5
2026-04-07,9049.5
2026-04-08,9366.0
2026-04-09,9517.0
2026-04-10,9813.5
2026-04-13,9816.0
2026-04-15,9865.0
2026-04-16,9825.0
2026-04-17,9773.5
2026-04-20,9803.0
2026-04-21,9793.0
2026-04-22,9602.0
2026-04-23,9550.5
2026-04-24,9576.0
2026-04-27,9662.0
2026-04-28,9495.5
2026-04-29,9543.5
2026-04-30,9994.0
2026-05-01,9994.0
2026-05-04,10132.0
2026-05-05,10046.0
2026-05-06,10319.0
2026-05-07,10605.0
2026-05-08,10711.5
2026-05-11,10595.5
2026-05-12,
