Date,IPCALAB.NS
2024-10-18,1645.4595947265625
2024-10-21,1610.0540771484375
2024-10-22,1584.1732177734375
2024-10-23,1561.63330078125
2024-10-24,1576.742919921875
2024-10-25,1578.637939453125
2024-10-28,1589.2095947265625
2024-10-29,1580.8819580078125
2024-10-30,1558.0428466796875
2024-10-31,1584.5721435546875
2024-11-01,1602.8233642578125
2024-11-04,1581.1312255859375
2024-11-05,1592.55078125
2024-11-06,1579.3858642578125
2024-11-07,1554.2530517578125
2024-11-08,1554.5023193359375
2024-11-11,1527.22509765625
2024-11-12,1555.3499755859375
2024-11-13,1500.845458984375
2024-11-14,1532.461181640625
2024-11-18,1562.5308837890625
2024-11-19,1570.31005859375
2024-11-21,1569.3626708984375
2024-11-22,1587.115234375
2024-11-25,1602.873291015625
2024-11-26,1561.982421875
2024-11-27,1526.4317626953125
2024-11-28,1510.9033203125
2024-11-29,1540.412353515625
2024-12-02,1530.8756103515625
2024-12-03,1500.66748046875
2024-12-04,1486.537109375
2024-12-05,1491.280517578125
2024-12-06,1536.068359375
2024-12-09,1521.638427734375
2024-12-10,1532.2236328125
2024-12-11,1550.0489501953125
2024-12-12,1558.33740234375
2024-12-13,1531.9241943359375
2024-12-16,1563.9296875
2024-12-17,1555.99072265625
2024-12-18,1511.1029052734375
2024-12-19,1592.7396240234375
2024-12-20,1580.3070068359375
2024-12-23,1583.6024169921875
2024-12-24,1579.508056640625
2024-12-26,1592.1905517578125
2024-12-27,1630.387451171875
2024-12-30,1660.6453857421875
2024-12-31,1692.8507080078125
2025-01-01,1690.6038818359375
2025-01-02,1741.6331787109375
2025-01-03,1732.5955810546875
2025-01-06,1716.6177978515625
2025-01-07,1733.6441650390625
2025-01-08,1691.502685546875
2025-01-09,1659.6468505859375
2025-01-10,1630.087890625
2025-01-13,1577.4609375
2025-01-14,1585.9490966796875
2025-01-15,1563.3804931640625
2025-01-16,1548.151611328125
2025-01-17,1541.111328125
2025-01-20,1544.9559326171875
2025-01-21,1543.6578369140625
2025-01-22,1557.0892333984375
2025-01-23,1581.3555908203125
2025-01-24,1513.749267578125
2025-01-27,1440.5509033203125
2025-01-28,1380.833740234375
2025-01-29,1441.2999267578125
2025-01-30,1452.7340087890625
2025-01-31,1441.2999267578125
2025-02-01,1415.3857421875
2025-02-03,1426.6202392578125
2025-02-04,1466.015625
2025-02-05,1489.383056640625
2025-02-06,1512.8006591796875
2025-02-07,1505.1612548828125
2025-02-10,1445.943359375
2025-02-11,1417.932373046875
2025-02-12,1417.83251953125
2025-02-13,1488.8338623046875
2025-02-14,1461.871337890625
2025-02-17,1474.7034912109375
2025-02-18,1471.0086669921875
2025-02-19,1465.8157958984375
2025-02-20,1494.6258544921875
2025-02-21,1442.947509765625
2025-02-24,1436.7061767578125
2025-02-25,1415.435791015625
2025-02-27,1366.8531494140625
2025-02-28,1353.4716796875
2025-03-03,1353.2220458984375
2025-03-04,1340.6895751953125
2025-03-05,1362.90869140625
2025-03-06,1360.2623291015625
2025-03-07,1331.2525634765625
2025-03-10,1325.1610107421875
2025-03-11,1292.206787109375
2025-03-12,1314.1263427734375
2025-03-13,1297.49951171875
2025-03-17,1315.8739013671875
2025-03-18,1315.8739013671875
2025-03-19,1357.416259765625
2025-03-20,1400.2567138671875
2025-03-21,1405.10009765625
2025-03-24,1450.9864501953125
2025-03-25,1444.7451171875
2025-03-26,1431.2637939453125
2025-03-27,1468.0128173828125
2025-03-28,1499.8187255859375
2025-04-01,1388.9224853515625
2025-04-02,1413.9876708984375
2025-04-03,1495.5245361328125
2025-04-04,1397.3109130859375
2025-04-07,1299.2470703125
2025-04-08,1357.666015625
2025-04-09,1293.0555419921875
2025-04-11,1329.10546875
2025-04-15,1366.104248046875
2025-04-16,1407.04736328125
2025-04-17,1402.4537353515625
2025-04-21,1421.826904296875
2025-04-22,1441.4996337890625
2025-04-23,1468.8616943359375
2025-04-24,1443.696533203125
2025-04-25,1417.0335693359375
2025-04-28,1409.74365234375
2025-04-29,1390.470458984375
2025-04-30,1399.2581787109375
2025-05-02,1377.4884033203125
2025-05-05,1386.276123046875
2025-05-06,1381.0833740234375
2025-05-07,1362.50927734375
2025-05-08,1347.6298828125
2025-05-09,1359.912841796875
2025-05-12,1369.69921875
2025-05-13,1402.2540283203125
2025-05-14,1416.4344482421875
2025-05-15,1404.251220703125
2025-05-16,1390.6700439453125
2025-05-19,1434.8089599609375
2025-05-20,1455.1805419921875
2025-05-21,1469.2611083984375
2025-05-22,1440.8006591796875
2025-05-23,1457.9766845703125
2025-05-26,1463.6688232421875
2025-05-27,1457.5772705078125
2025-05-28,1492.728515625
2025-05-29,1467.962890625
2025-05-30,1422.8255615234375
2025-06-02,1413.8380126953125
2025-06-03,1398.15966796875
2025-06-04,1393.965576171875
2025-06-05,1384.0792236328125
2025-06-06,1369.000244140625
2025-06-09,1367.4024658203125
2025-06-10,1369.000244140625
2025-06-11,1387.474609375
2025-06-12,1381.0833740234375
2025-06-13,1366.503662109375
2025-06-16,1360.61181640625
2025-06-17,1357.216552734375
2025-06-18,1359.912841796875
2025-06-19,1360.312255859375
2025-06-20,1352.5230712890625
2025-06-23,1338.14306640625
2025-06-24,1332.55078125
2025-06-25,1355.8184814453125
2025-06-26,1342.6368408203125
2025-06-27,1329.8544921875
2025-06-30,1387.8740234375
2025-07-01,1369.998779296875
2025-07-02,1373.1943359375
2025-07-03,1413.738037109375
2025-07-04,1420.828369140625
2025-07-07,1455.77978515625
2025-07-08,1463.16943359375
2025-07-09,1453.48291015625
2025-07-10,1442.3983154296875
2025-07-11,1447.591064453125
2025-07-14,1454.78125
2025-07-15,1468.8616943359375
2025-07-16,1459.7742919921875
2025-07-17,1472.05712890625
2025-07-18,1468.96142578125
2025-07-21,1464.6673583984375
2025-07-22,1458.1763916015625
2025-07-23,1457.8768310546875
2025-07-24,1538.664794921875
2025-07-25,1506.9088134765625
2025-07-28,1480.7451171875
2025-07-29,1486.437255859375
2025-07-30,1527.38037109375
2025-07-31,1471.857421875
2025-08-01,1448.1903076171875
2025-08-04,1441.199951171875
2025-08-05,1427.0
2025-08-06,1387.300048828125
2025-08-07,1391.5
2025-08-08,1386.800048828125
2025-08-11,1336.699951171875
2025-08-12,1376.699951171875
2025-08-13,1364.5999755859375
2025-08-14,1365.9000244140625
2025-08-18,1383.800048828125
2025-08-19,1383.5
2025-08-20,1370.4000244140625
2025-08-21,1359.0999755859375
2025-08-22,1418.4000244140625
2025-08-25,1399.9000244140625
2025-08-26,1434.5
2025-08-28,1418.5
2025-08-29,1384.4000244140625
2025-09-01,1370.0999755859375
2025-09-02,1367.5999755859375
2025-09-03,1352.0
2025-09-04,1339.199951171875
2025-09-05,1335.0
2025-09-08,1320.4000244140625
2025-09-09,1320.0999755859375
2025-09-10,1313.0
2025-09-11,1312.199951171875
2025-09-12,1314.800048828125
2025-09-15,1310.300048828125
2025-09-16,1311.5
2025-09-17,1311.199951171875
2025-09-18,1340.800048828125
2025-09-19,1441.0
2025-09-22,1399.300048828125
2025-09-23,1395.199951171875
2025-09-24,1348.4000244140625
2025-09-25,1350.5
2025-09-26,1371.199951171875
2025-09-29,1317.0
2025-09-30,1339.0
2025-10-01,1327.300048828125
2025-10-03,1313.0999755859375
2025-10-06,1323.199951171875
2025-10-07,1359.800048828125
2025-10-08,1352.0999755859375
2025-10-09,1339.5
2025-10-10,1334.5
2025-10-13,1323.5
2025-10-14,1306.0999755859375
2025-10-15,1297.300048828125
2025-10-16,1288.4000244140625
2025-10-17,1286.300048828125
2025-10-20,1271.0
2025-10-21,1281.300048828125
2025-10-23,1276.800048828125
2025-10-24,1268.699951171875
2025-10-27,1298.0
2025-10-28,1285.9000244140625
2025-10-29,1289.9000244140625
2025-10-30,1288.9000244140625
2025-10-31,1271.199951171875
2025-11-03,1309.699951171875
2025-11-04,1294.800048828125
2025-11-06,1304.800048828125
2025-11-07,1318.300048828125
2025-11-10,1344.800048828125
2025-11-11,1322.0
2025-11-12,1340.9000244140625
2025-11-13,1302.0
2025-11-14,1479.5999755859375
2025-11-17,1464.800048828125
2025-11-18,1422.9000244140625
2025-11-19,1447.4000244140625
2025-11-20,1438.199951171875
2025-11-21,1444.0
2025-11-24,1428.199951171875
2025-11-25,1406.199951171875
2025-11-26,1408.9000244140625
2025-11-27,1396.0
2025-11-28,1453.0999755859375
2025-12-01,1420.5999755859375
2025-12-02,1429.300048828125
2025-12-03,1443.800048828125
2025-12-04,1454.5999755859375
2025-12-05,1459.0999755859375
2025-12-08,1447.699951171875
2025-12-09,1451.0
2025-12-10,1466.0
2025-12-11,1471.9000244140625
2025-12-12,1465.9000244140625
2025-12-15,1440.199951171875
2025-12-16,1431.0999755859375
2025-12-17,1395.300048828125
2025-12-18,1405.699951171875
2025-12-19,1424.800048828125
2025-12-22,1427.9000244140625
2025-12-23,1435.199951171875
2025-12-24,1414.699951171875
2025-12-26,1439.800048828125
2025-12-29,1434.5999755859375
2025-12-30,1386.199951171875
2025-12-31,1418.9000244140625
2026-01-01,1398.199951171875
2026-01-02,1404.0
2026-01-05,1413.0
2026-01-06,1469.5999755859375
2026-01-07,1514.199951171875
2026-01-08,1544.0
2026-01-09,1575.0
2026-01-12,1527.800048828125
2026-01-13,1507.800048828125
2026-01-14,1517.0
2026-01-16,1509.9000244140625
2026-01-19,1487.199951171875
2026-01-20,1479.699951171875
2026-01-21,1480.9000244140625
2026-01-22,1485.5999755859375
2026-01-23,1462.800048828125
2026-01-27,1454.9000244140625
2026-01-28,1447.0999755859375
2026-01-29,1479.699951171875
2026-01-30,1470.800048828125
2026-02-02,1439.9000244140625
2026-02-03,1435.300048828125
2026-02-04,1406.4000244140625
2026-02-05,1442.199951171875
2026-02-06,1416.699951171875
2026-02-09,1452.0
2026-02-10,1426.199951171875
2026-02-11,1432.699951171875
2026-02-12,1472.9000244140625
2026-02-13,1485.4000244140625
2026-02-16,1495.0999755859375
2026-02-17,1491.5999755859375
2026-02-18,1490.5999755859375
2026-02-19,1463.9000244140625
2026-02-20,1449.800048828125
2026-02-23,1473.699951171875
2026-02-24,1515.300048828125
2026-02-25,1524.5
2026-02-26,1522.800048828125
2026-02-27,1528.9000244140625
2026-03-02,1513.0
2026-03-04,1475.4000244140625
2026-03-05,1500.9000244140625
2026-03-06,1494.199951171875
2026-03-09,1502.5999755859375
2026-03-10,1491.199951171875
2026-03-11,1533.9000244140625
2026-03-12,1560.800048828125
2026-03-13,1561.300048828125
2026-03-16,1557.0
2026-03-17,1565.300048828125
2026-03-18,1543.5999755859375
2026-03-19,1544.4000244140625
2026-03-20,1544.9000244140625
2026-03-23,1529.9000244140625
2026-03-24,1530.800048828125
2026-03-25,1570.0
2026-03-27,1586.0
2026-03-30,1601.199951171875
2026-04-01,1508.199951171875
2026-04-02,1488.300048828125
2026-04-06,1456.0
2026-04-07,1442.199951171875
2026-04-08,1445.0
2026-04-09,1449.9000244140625
2026-04-10,1456.199951171875
2026-04-13,1451.0
2026-04-15,1470.9000244140625
2026-04-16,1461.4000244140625
2026-04-17,1468.300048828125
2026-04-20,1468.5999755859375
2026-04-21,1476.5
2026-04-22,1494.800048828125
2026-04-23,1526.0999755859375
2026-04-24,1555.9000244140625
2026-04-27,1541.300048828125
2026-04-28,1537.0
2026-04-29,1542.0999755859375
2026-04-30,1530.9000244140625
