Date,HDFCLIFE.NS
2023-10-17,637.8616943359375
2023-10-18,641.0419921875
2023-10-19,635.078857421875
2023-10-20,636.0230712890625
2023-10-23,621.4132080078125
2023-10-25,612.667236328125
2023-10-26,602.1322631835938
2023-10-27,604.9151000976562
2023-10-30,603.8715209960938
2023-10-31,614.5555419921875
2023-11-01,616.2451171875
2023-11-02,615.499755859375
2023-11-03,618.2825317382812
2023-11-06,617.984375
2023-11-07,618.6304321289062
2023-11-08,614.953125
2023-11-09,617.5371704101562
2023-11-10,622.904052734375
2023-11-13,617.239013671875
2023-11-15,632.246337890625
2023-11-16,631.0537109375
2023-11-17,647.80029296875
2023-11-20,648.3966674804688
2023-11-21,663.801513671875
2023-11-22,664.3978271484375
2023-11-23,660.9193115234375
2023-11-24,663.9009399414062
2023-11-28,669.1683349609375
2023-11-29,671.5039672851562
2023-11-30,686.5112915039062
2023-12-01,677.964111328125
2023-12-04,670.8082885742188
2023-12-05,668.6217651367188
2023-12-06,673.1934814453125
2023-12-07,674.1376953125
2023-12-08,667.1309814453125
2023-12-11,668.3732299804688
2023-12-12,703.0094604492188
2023-12-13,693.9155883789062
2023-12-14,680.3493041992188
2023-12-15,668.9695434570312
2023-12-18,668.1248168945312
2023-12-19,661.962890625
2023-12-20,640.1475219726562
2023-12-21,640.2470092773438
2023-12-22,635.9236450195312
2023-12-26,634.0850219726562
2023-12-27,639.8494262695312
2023-12-28,644.1229858398438
2023-12-29,642.7316284179688
2024-01-01,644.7192993164062
2024-01-02,641.5390014648438
2024-01-03,633.2899169921875
2024-01-04,643.9739379882812
2024-01-05,642.78125
2024-01-08,641.8867797851562
2024-01-09,636.9672241210938
2024-01-10,640.9923706054688
2024-01-11,640.0482177734375
2024-01-12,633.6874389648438
2024-01-15,610.6795043945312
2024-01-16,607.4991455078125
2024-01-17,602.877685546875
2024-01-18,604.0702514648438
2024-01-19,612.1206665039062
2024-01-23,582.5531616210938
2024-01-24,578.0807495117188
2024-01-25,575.447021484375
2024-01-29,574.999755859375
2024-01-30,571.4716186523438
2024-01-31,573.061767578125
2024-02-01,583.497314453125
2024-02-02,575.2482299804688
2024-02-05,559.89306640625
2024-02-06,589.1126708984375
2024-02-07,601.4365844726562
2024-02-08,588.0691528320312
2024-02-09,580.4163208007812
2024-02-12,573.6580810546875
2024-02-13,585.9323120117188
2024-02-14,581.758056640625
2024-02-15,581.5095825195312
2024-02-16,588.8145141601562
2024-02-19,581.6090087890625
2024-02-20,584.3421630859375
2024-02-21,573.9065551757812
2024-02-22,571.123779296875
2024-02-23,577.1365966796875
2024-02-26,572.8132934570312
2024-02-27,578.0310668945312
2024-02-28,577.0372314453125
2024-02-29,578.4286499023438
2024-03-01,586.3298950195312
2024-03-04,606.5549926757812
2024-03-05,603.970947265625
2024-03-06,610.1826171875
2024-03-07,618.1334838867188
2024-03-11,617.0402221679688
2024-03-12,617.7359008789062
2024-03-13,606.3065185546875
2024-03-14,618.431640625
2024-03-15,628.4696655273438
2024-03-18,630.2089233398438
2024-03-19,628.6187744140625
2024-03-20,622.55615234375
2024-03-21,618.431640625
2024-03-22,620.0218505859375
2024-03-26,623.0531616210938
2024-03-27,622.5064697265625
2024-03-28,629.4635009765625
2024-04-01,630.8549194335938
2024-04-02,628.0224609375
2024-04-03,620.270263671875
2024-04-04,618.5807495117188
2024-04-05,625.5377807617188
2024-04-08,630.705810546875
2024-04-09,630.059814453125
2024-04-10,617.686279296875
2024-04-12,614.7046508789062
2024-04-15,609.188720703125
2024-04-16,600.8899536132812
2024-04-18,601.9335327148438
2024-04-19,597.858642578125
2024-04-22,602.231689453125
2024-04-23,597.461181640625
2024-04-24,590.5537719726562
2024-04-25,591.0507202148438
2024-04-26,584.24267578125
2024-04-29,571.5709228515625
2024-04-30,580.0685424804688
2024-05-02,572.8132934570312
2024-05-03,562.427490234375
2024-05-06,551.6439819335938
2024-05-07,548.9605712890625
2024-05-08,547.072265625
2024-05-09,536.2391357421875
2024-05-10,545.183837890625
2024-05-13,556.2158203125
2024-05-14,558.1040649414062
2024-05-15,552.5385131835938
2024-05-16,563.5703735351562
2024-05-17,566.7010498046875
2024-05-21,562.1292114257812
2024-05-22,556.961181640625
2024-05-23,562.178955078125
2024-05-24,561.63232421875
2024-05-27,560.7875366210938
2024-05-28,574.9004516601562
2024-05-29,558.4022827148438
2024-05-30,547.3704223632812
2024-05-31,546.4758911132812
2024-06-03,546.724365234375
2024-06-04,531.17041015625
2024-06-05,548.5630493164062
2024-06-06,551.8427734375
2024-06-07,559.4955444335938
2024-06-10,565.7072143554688
2024-06-11,568.1918334960938
2024-06-12,569.1857299804688
2024-06-13,589.8580322265625
2024-06-14,594.6782836914062
2024-06-18,597.5108642578125
2024-06-19,592.54150390625
2024-06-20,586.4788818359375
2024-06-21,579.3486328125
2024-06-24,577.9026489257812
2024-06-25,589.321044921875
2024-06-26,587.42626953125
2024-06-27,591.61474609375
2024-06-28,593.4097290039062
2024-07-01,599.0940551757812
2024-07-02,588.1741943359375
2024-07-03,594.5067749023438
2024-07-04,602.2852172851562
2024-07-05,605.6758422851562
2024-07-08,619.1885375976562
2024-07-09,621.9309692382812
2024-07-10,631.005859375
2024-07-11,632.501708984375
2024-07-12,633.798095703125
2024-07-15,636.2911987304688
2024-07-16,644.9672241210938
2024-07-18,647.111328125
2024-07-19,634.1471557617188
2024-07-22,635.64306640625
2024-07-23,642.1749877929688
2024-07-24,670.9454345703125
2024-07-25,681.2669677734375
2024-07-26,701.4111938476562
2024-07-29,694.9291381835938
2024-07-30,695.2781982421875
2024-07-31,713.5277709960938
2024-08-01,711.6329345703125
2024-08-02,705.4500732421875
2024-08-05,708.9404296875
2024-08-06,677.7266845703125
2024-08-07,694.330810546875
2024-08-08,708.3919067382812
2024-08-09,700.4638671875
2024-08-12,700.5137329101562
2024-08-13,683.11181640625
2024-08-14,684.4580688476562
2024-08-16,687.4996948242188
2024-08-19,683.8098754882812
2024-08-20,708.6412353515625
2024-08-21,722.5527954101562
2024-08-22,723.998779296875
2024-08-23,726.9905395507812
2024-08-26,723.6497802734375
2024-08-27,737.5114135742188
2024-08-28,740.0543823242188
2024-08-29,734.8687744140625
2024-08-30,736.663818359375
2024-09-02,743.24560546875
2024-09-03,756.6585083007812
2024-09-04,756.7083740234375
2024-09-05,749.7775268554688
2024-09-06,736.3646240234375
2024-09-09,733.7717895507812
2024-09-10,700.9625244140625
2024-09-11,698.2200927734375
2024-09-12,712.580322265625
2024-09-13,703.4556274414062
2024-09-16,699.416748046875
2024-09-17,696.9735107421875
2024-09-18,696.873779296875
2024-09-19,699.5663452148438
2024-09-20,709.1398315429688
2024-09-23,725.4946899414062
2024-09-24,718.7134399414062
2024-09-25,714.5748291015625
2024-09-26,727.5390014648438
2024-09-27,728.187255859375
2024-09-30,716.0208740234375
2024-10-01,708.2423706054688
2024-10-03,700.3142700195312
2024-10-04,706.84619140625
2024-10-07,703.904296875
2024-10-08,708.142578125
2024-10-09,715.32275390625
2024-10-10,721.6552734375
2024-10-11,721.8546752929688
2024-10-14,738.5585327148438
2024-10-15,712.2811889648438
2024-10-16,724.7965698242188
2024-10-17,724.0985107421875
2024-10-18,740.4034423828125
2024-10-21,743.7940673828125
2024-10-22,726.1927490234375
2024-10-23,721.7550048828125
2024-10-24,712.8795166015625
2024-10-25,707.4944458007812
2024-10-28,716.2701416015625
2024-10-29,740.3536376953125
2024-10-30,725.0458984375
2024-10-31,718.1649780273438
2024-11-01,721.7051391601562
2024-11-04,708.8905639648438
2024-11-05,715.2728881835938
2024-11-06,706.7465209960938
2024-11-07,709.7382202148438
2024-11-08,706.5470581054688
2024-11-11,703.4057006835938
2024-11-12,698.0704956054688
2024-11-13,683.1616821289062
2024-11-14,692.0869750976562
2024-11-18,688.5966796875
2024-11-19,678.5245361328125
2024-11-21,672.5410766601562
2024-11-22,686.302978515625
2024-11-25,682.912353515625
2024-11-26,680.5189819335938
2024-11-27,678.674072265625
2024-11-28,655.8870849609375
2024-11-29,655.9369506835938
2024-12-02,638.435302734375
2024-12-03,632.2523803710938
2024-12-04,648.4575805664062
2024-12-05,641.377197265625
2024-12-06,634.7454833984375
2024-12-09,640.0308837890625
2024-12-10,631.5543212890625
2024-12-11,632.900634765625
2024-12-12,624.8229370117188
2024-12-13,630.806396484375
2024-12-16,633.1997680664062
2024-12-17,625.0223999023438
2024-12-18,622.8284301757812
2024-12-19,621.8311767578125
2024-12-20,622.0805053710938
2024-12-23,620.8339233398438
2024-12-24,620.7841186523438
2024-12-26,624.67333984375
2024-12-27,620.185791015625
2024-12-30,615.6981811523438
2024-12-31,615.34912109375
2025-01-01,615.4987182617188
2025-01-02,618.4406127929688
2025-01-03,621.28271484375
2025-01-06,604.2797241210938
2025-01-07,618.141357421875
2025-01-08,616.2965087890625
2025-01-09,610.5125122070312
2025-01-10,606.9722900390625
2025-01-13,598.0968017578125
2025-01-14,598.7948608398438
2025-01-15,592.5621337890625
2025-01-16,639.6320190429688
2025-01-17,640.4298095703125
2025-01-20,632.30224609375
2025-01-21,622.2799682617188
2025-01-22,616.4959716796875
2025-01-23,619.2882080078125
2025-01-24,619.387939453125
2025-01-27,608.5180053710938
2025-01-28,609.8642578125
2025-01-29,626.617919921875
2025-01-30,632.4019775390625
2025-01-31,636.2911987304688
2025-02-01,623.7758178710938
2025-02-03,619.6871337890625
2025-02-04,624.1747436523438
2025-02-05,626.1193237304688
2025-02-06,630.2080688476562
2025-02-07,633.9476928710938
2025-02-10,633.9476928710938
2025-02-11,616.8948364257812
2025-02-12,627.415771484375
2025-02-13,627.864501953125
2025-02-14,624.473876953125
2025-02-17,621.5320434570312
2025-02-18,617.243896484375
2025-02-19,621.1331176757812
2025-02-20,618.2909545898438
2025-02-21,621.1331176757812
2025-02-24,615.2992553710938
2025-02-25,620.43505859375
2025-02-27,616.6954345703125
2025-02-28,606.8226928710938
2025-03-03,616.2965087890625
2025-03-04,614.8006591796875
2025-03-05,619.4876708984375
2025-03-06,616.5458374023438
2025-03-07,623.4766845703125
2025-03-10,624.1747436523438
2025-03-11,635.1942749023438
2025-03-12,630.2579345703125
2025-03-13,620.6843872070312
2025-03-17,628.06396484375
2025-03-18,628.06396484375
2025-03-19,662.7182006835938
2025-03-20,672.4911499023438
2025-03-21,677.7266845703125
2025-03-24,678.02587890625
2025-03-25,671.2445678710938
2025-03-26,666.5576171875
2025-03-27,680.0203857421875
2025-03-28,683.8098754882812
2025-04-01,690.9900512695312
2025-04-02,694.2310791015625
2025-04-03,690.9900512695312
2025-04-04,687.150634765625
2025-04-07,664.1143188476562
2025-04-08,683.8597412109375
2025-04-09,682.912353515625
2025-04-11,683.6602783203125
2025-04-15,702.7575073242188
2025-04-16,714.0762329101562
2025-04-17,718.065185546875
2025-04-21,710.2368774414062
2025-04-22,710.5858764648438
2025-04-23,707.1453857421875
2025-04-24,706.4473266601562
2025-04-25,702.60791015625
2025-04-28,708.8905639648438
2025-04-29,713.0789794921875
2025-04-30,741.6500244140625
2025-05-02,727.14013671875
2025-05-05,736.86328125
2025-05-06,720.608154296875
2025-05-07,721.9046020507812
2025-05-08,720.9572143554688
2025-05-09,711.6329345703125
2025-05-12,732.5750732421875
2025-05-13,733.0238647460938
2025-05-14,739.655517578125
2025-05-15,749.1293334960938
2025-05-16,748.4811401367188
2025-05-19,748.8800659179688
2025-05-20,744.9907836914062
2025-05-21,757.6058959960938
2025-05-22,753.7664794921875
2025-05-23,778.2488403320312
2025-05-26,777.8499755859375
2025-05-27,773.6614990234375
2025-05-28,787.27392578125
2025-05-29,778.7474975585938
2025-05-30,774.7086181640625
2025-06-02,764.5866088867188
2025-06-03,755.8109130859375
2025-06-04,756.7083740234375
2025-06-05,759.5006713867188
2025-06-06,753.0185546875
2025-06-09,758.3040161132812
2025-06-10,760.3483276367188
2025-06-11,762.093505859375
2025-06-12,752.4202270507812
2025-06-13,750.7747802734375
2025-06-16,768.4259643554688
2025-06-17,771.816650390625
2025-06-18,764.0880126953125
2025-06-19,759.7499389648438
2025-06-20,778.9500122070312
2025-06-23,774.1500244140625
2025-06-24,779.7000122070312
2025-06-25,785.0999755859375
2025-06-26,799.4500122070312
2025-06-27,806.9500122070312
2025-06-30,814.2999877929688
2025-07-01,809.9000244140625
2025-07-02,789.7000122070312
2025-07-03,785.8499755859375
2025-07-04,785.0999755859375
2025-07-07,789.4500122070312
2025-07-08,794.1500244140625
2025-07-09,786.2999877929688
2025-07-10,771.25
2025-07-11,759.0
2025-07-14,764.75
2025-07-15,756.8499755859375
2025-07-16,755.9500122070312
2025-07-17,751.7999877929688
2025-07-18,739.5
2025-07-21,752.2999877929688
2025-07-22,763.2999877929688
2025-07-23,762.5
2025-07-24,757.2999877929688
2025-07-25,762.3499755859375
2025-07-28,761.2000122070312
2025-07-29,756.3499755859375
2025-07-30,757.4500122070312
2025-07-31,755.5
2025-08-01,741.7000122070312
2025-08-04,739.7999877929688
2025-08-05,738.5
2025-08-06,752.5499877929688
2025-08-07,755.7000122070312
2025-08-08,761.5499877929688
2025-08-11,764.75
2025-08-12,766.2000122070312
2025-08-13,776.5999755859375
2025-08-14,788.75
2025-08-18,791.0
2025-08-19,793.75
2025-08-20,796.5499877929688
2025-08-21,795.4500122070312
2025-08-22,788.75
2025-08-25,787.0
2025-08-26,776.5999755859375
2025-08-28,775.3499755859375
2025-08-29,772.0499877929688
2025-09-01,781.7999877929688
2025-09-02,782.75
2025-09-03,776.4500122070312
2025-09-04,754.25
2025-09-05,759.5499877929688
2025-09-08,753.75
2025-09-09,761.0999755859375
2025-09-10,777.5999755859375
2025-09-11,774.25
2025-09-12,779.6500244140625
2025-09-15,777.2000122070312
2025-09-16,774.3499755859375
2025-09-17,768.0499877929688
2025-09-18,784.5999755859375
2025-09-19,782.2000122070312
2025-09-22,787.7999877929688
2025-09-23,775.0499877929688
2025-09-24,770.25
2025-09-25,765.0499877929688
2025-09-26,764.4000244140625
2025-09-29,756.5999755859375
2025-09-30,756.4500122070312
2025-10-01,764.0
2025-10-03,759.2000122070312
2025-10-06,763.0499877929688
2025-10-07,755.5999755859375
2025-10-08,747.2999877929688
2025-10-09,754.3499755859375
2025-10-10,747.2999877929688
2025-10-13,746.5499877929688
2025-10-14,743.5499877929688
2025-10-15,761.1500244140625
2025-10-16,742.8499755859375
2025-10-17,745.9500122070312
2025-10-20,742.25
2025-10-21,743.7000122070312
2025-10-23,743.6500244140625
2025-10-24,734.9500122070312
2025-10-27,737.25
2025-10-28,747.0
2025-10-29,761.2999877929688
2025-10-30,746.5999755859375
2025-10-31,731.8499755859375
2025-11-03,736.0
2025-11-04,742.4500122070312
2025-11-06,736.0499877929688
2025-11-07,749.25
2025-11-10,750.7000122070312
2025-11-11,763.9000244140625
2025-11-12,783.0999755859375
2025-11-13,782.2000122070312
2025-11-14,773.7000122070312
2025-11-17,770.25
2025-11-18,761.7999877929688
2025-11-19,761.0999755859375
2025-11-20,762.2000122070312
2025-11-21,764.0
2025-11-24,761.6500244140625
2025-11-25,766.5499877929688
2025-11-26,787.5499877929688
2025-11-27,777.7999877929688
2025-11-28,764.2999877929688
2025-12-01,766.75
2025-12-02,759.0
2025-12-03,751.9500122070312
2025-12-04,760.7999877929688
2025-12-05,768.2999877929688
2025-12-08,764.0499877929688
2025-12-09,762.9000244140625
2025-12-10,771.0499877929688
2025-12-11,775.2000122070312
2025-12-12,777.5
2025-12-15,772.7000122070312
2025-12-16,764.3499755859375
2025-12-17,753.5
2025-12-18,757.0
2025-12-19,766.4500122070312
2025-12-22,761.7999877929688
2025-12-23,763.9500122070312
2025-12-24,755.3499755859375
2025-12-26,748.4500122070312
2025-12-29,746.4500122070312
2025-12-30,743.0
2025-12-31,749.8499755859375
2026-01-01,750.0999755859375
2026-01-02,754.8499755859375
2026-01-05,759.2999877929688
2026-01-06,777.8499755859375
2026-01-07,772.3499755859375
2026-01-08,758.1500244140625
2026-01-09,749.9000244140625
2026-01-12,754.6500244140625
2026-01-13,748.5
2026-01-14,743.2000122070312
2026-01-15,743.2000122070312
2026-01-16,732.5499877929688
2026-01-19,736.7999877929688
2026-01-20,732.0999755859375
2026-01-21,724.3499755859375
2026-01-22,725.0999755859375
2026-01-23,712.0999755859375
2026-01-27,720.0499877929688
2026-01-28,728.5999755859375
2026-01-29,727.0999755859375
2026-01-30,731.0
2026-02-02,717.5
2026-02-03,720.1500244140625
2026-02-04,722.5
2026-02-05,720.7000122070312
2026-02-06,703.5
2026-02-09,707.9000244140625
2026-02-10,703.9500122070312
2026-02-11,701.0999755859375
2026-02-12,702.7000122070312
2026-02-13,696.7999877929688
2026-02-16,703.9000244140625
2026-02-17,705.7999877929688
2026-02-18,729.5999755859375
2026-02-19,733.1500244140625
2026-02-20,728.6500244140625
2026-02-23,742.4500122070312
2026-02-24,734.75
2026-02-25,735.25
2026-02-26,734.0
2026-02-27,715.2999877929688
2026-03-02,707.2999877929688
2026-03-04,684.5999755859375
2026-03-05,684.2999877929688
2026-03-06,668.5499877929688
2026-03-09,653.75
2026-03-10,656.0999755859375
2026-03-11,647.9000244140625
2026-03-12,645.7000122070312
2026-03-13,625.75
2026-03-16,626.0
2026-03-17,642.2999877929688
2026-03-18,643.3499755859375
2026-03-19,633.5
2026-03-20,623.6500244140625
2026-03-23,592.0999755859375
2026-03-24,603.0
2026-03-25,612.9000244140625
2026-03-27,610.2000122070312
2026-03-30,590.5999755859375
2026-04-01,572.9500122070312
2026-04-02,566.0999755859375
2026-04-06,580.4000244140625
2026-04-07,581.7000122070312
2026-04-08,598.2999877929688
2026-04-09,591.2000122070312
2026-04-10,604.1500244140625
2026-04-13,619.0999755859375
2026-04-15,640.4500122070312
2026-04-16,631.5
2026-04-17,616.4500122070312
2026-04-20,609.75
2026-04-21,614.2000122070312
2026-04-22,604.0499877929688
2026-04-23,598.6500244140625
2026-04-24,588.2000122070312
2026-04-27,597.2999877929688
2026-04-28,590.1500244140625
2026-04-29,594.4000244140625
2026-04-30,586.9000244140625
2026-05-01,586.9000244140625
2026-05-04,588.3499755859375
2026-05-05,594.0999755859375
2026-05-06,606.3499755859375
2026-05-07,625.4000244140625
2026-05-08,621.7000122070312
2026-05-11,622.7000122070312
2026-05-12,
